symbol,price,volume,timestamp
KO,29.580015182495117,0,1420156800
PEP,66.58293151855469,0,1420156800
KO,29.580015182495117,0,1420416000
PEP,66.08240509033203,0,1420416000
KO,29.804636001586914,0,1420502400
PEP,65.58177947998047,0,1420502400
KO,30.176664352416992,0,1420588800
PEP,67.49948120117188,0,1420588800
KO,30.541677474975586,0,1420675200
PEP,68.72622680664062,0,1420675200
KO,30.204734802246094,0,1420761600
PEP,68.26091003417969,0,1420761600
KO,29.930980682373047,0,1421020800
PEP,67.97888946533203,0,1421020800
KO,29.923974990844727,0,1421107200
PEP,67.92953491210938,0,1421107200
KO,29.874835968017578,0,1421193600
PEP,68.15515899658203,0,1421193600
KO,29.74847984313965,0,1421280000
PEP,68.15515899658203,0,1421280000
KO,29.853776931762695,0,1421366400
PEP,68.59230041503906,0,1421366400
KO,30.295995712280273,0,1421712000
PEP,68.74738311767578,0,1421712000
KO,30.436389923095703,0,1421798400
PEP,68.66980743408203,0,1421798400
KO,30.731201171875,0,1421884800
PEP,69.72735595703125,0,1421884800
KO,30.40129852294922,0,1421971200
PEP,69.46650695800781,0,1421971200
KO,30.183698654174805,0,1422230400
PEP,69.57931518554688,0,1422230400
KO,29.755502700805664,0,1422316800
PEP,68.19038391113281,0,1422316800
KO,29.42558479309082,0,1422403200
PEP,67.48535919189453,0,1422403200
KO,29.55193328857422,0,1422489600
PEP,67.70391845703125,0,1422489600
KO,28.899124145507812,0,1422576000
PEP,66.11761474609375,0,1422576000
KO,29.193933486938477,0,1422835200
PEP,67.21041870117188,0,1422835200
KO,29.222023010253906,0,1422921600
PEP,67.82378387451172,0,1422921600
KO,29.25712013244629,0,1423008000
PEP,68.10577392578125,0,1423008000
KO,29.334327697753906,0,1423094400
PEP,68.11284637451172,0,1423094400
KO,29.095672607421875,0,1423180800
PEP,68.18336486816406,0,1423180800
KO,28.941242218017578,0,1423440000
PEP,67.66162109375,0,1423440000
KO,29.76251792907715,0,1423526400
PEP,69.0857925415039,0,1423526400
KO,29.741464614868164,0,1423612800
PEP,70.78489685058594,0,1423612800
KO,29.601072311401367,0,1423699200
PEP,70.69326782226562,0,1423699200
KO,29.474727630615234,0,1423785600
PEP,69.88951110839844,0,1423785600
KO,29.348377227783203,0,1424131200
PEP,69.34664916992188,0,1424131200
KO,29.292219161987305,0,1424217600
PEP,70.03052520751953,0,1424217600
KO,29.558958053588867,0,1424304000
PEP,69.6004409790039,0,1424304000
KO,29.46068572998047,0,1424390400
PEP,69.84014129638672,0,1424390400
KO,29.376453399658203,0,1424649600
PEP,70.11511993408203,0,1424649600
KO,29.57299041748047,0,1424736000
PEP,70.20677185058594,0,1424736000
KO,29.516845703125,0,1424822400
PEP,70.15037536621094,0,1424822400
KO,29.804636001586914,0,1424908800
PEP,69.84720611572266,0,1424908800
KO,30.394269943237305,0,1424995200
PEP,69.78376770019531,0,1424995200
KO,30.324081420898438,0,1425254400
PEP,69.79786682128906,0,1425254400
KO,30.148595809936523,0,1425340800
PEP,69.37484741210938,0,1425340800
KO,29.832706451416016,0,1425427200
PEP,69.10159301757812,0,1425427200
KO,29.76251792907715,0,1425513600
PEP,69.00931549072266,0,1425513600
KO,29.144817352294922,0,1425600000
PEP,68.25698852539062,0,1425600000
KO,29.053552627563477,0,1425859200
PEP,68.16471862792969,0,1425859200
KO,28.562191009521484,0,1425945600
PEP,67.02201080322266,0,1425945600
KO,28.14804458618164,0,1426032000
PEP,66.45419311523438,0,1426032000
KO,28.714263916015625,0,1426118400
PEP,67.93048858642578,0,1426118400
KO,28.24713134765625,0,1426204800
PEP,66.9439468383789,0,1426204800
KO,28.516084671020508,0,1426464000
PEP,67.74597930908203,0,1426464000
KO,28.671789169311523,0,1426550400
PEP,66.80906677246094,0,1426550400
KO,28.735496520996094,0,1426636800
PEP,67.17107391357422,0,1426636800
KO,28.32499122619629,0,1426723200
PEP,66.78779602050781,0,1426723200
KO,28.770889282226562,0,1426809600
PEP,67.66790008544922,0,1426809600
KO,28.749645233154297,0,1427068800
PEP,68.02983856201172,0,1427068800
KO,28.643489837646484,0,1427155200
PEP,68.03694915771484,0,1427155200
KO,28.62932586669922,0,1427241600
PEP,67.61111450195312,0,1427241600
KO,28.558549880981445,0,1427328000
PEP,67.87373352050781,0,1427328000
KO,28.367456436157227,0,1427414400
PEP,68.100830078125,0,1427414400
KO,28.671789169311523,0,1427673600
PEP,68.50540161132812,0,1427673600
KO,28.70009422302246,0,1427760000
PEP,67.86663055419922,0,1427760000
KO,28.79212188720703,0,1427846400
PEP,67.49044799804688,0,1427846400
KO,28.79212188720703,0,1427932800
PEP,67.91629791259766,0,1427932800
KO,29.138919830322266,0,1428278400
PEP,68.47702026367188,0,1428278400
KO,29.025680541992188,0,1428364800
PEP,68.2853775024414,0,1428364800
KO,28.94074249267578,0,1428451200
PEP,68.15763092041016,0,1428451200
KO,29.054000854492188,0,1428537600
PEP,68.38471221923828,0,1428537600
KO,28.933679580688477,0,1428624000
PEP,68.27827453613281,0,1428624000
KO,28.80626678466797,0,1428883200
PEP,67.80271911621094,0,1428883200
KO,28.671789169311523,0,1428969600
PEP,68.48411560058594,0,1428969600
KO,28.59393882751465,0,1429056000
PEP,68.5834732055664,0,1429056000
KO,28.735496520996094,0,1429142400
PEP,68.45571899414062,0,1429142400
KO,28.52315902709961,0,1429228800
PEP,68.00148010253906,0,1429228800
KO,28.777956008911133,0,1429488000
PEP,68.49119567871094,0,1429488000
KO,28.862890243530273,0,1429574400
PEP,68.68990325927734,0,1429574400
KO,29.23801612854004,0,1429660800
PEP,69.04480743408203,0,1429660800
KO,28.98322296142578,0,1429747200
PEP,67.94468688964844,0,1429747200
KO,28.94074249267578,0,1429833600
PEP,67.5472183227539,0,1429833600
KO,28.898277282714844,0,1430092800
PEP,67.06459045410156,0,1430092800
KO,28.855817794799805,0,1430179200
PEP,67.01490783691406,0,1430179200
KO,28.65764617919922,0,1430265600
PEP,66.98651123046875,0,1430265600
KO,28.707189559936523,0,1430352000
PEP,67.51173400878906,0,1430352000
KO,28.95490837097168,0,1430438400
PEP,67.82402038574219,0,1430438400
KO,28.99028968811035,0,1430697600
PEP,68.100830078125,0,1430697600
KO,28.841657638549805,0,1430784000
PEP,67.72467803955078,0,1430784000
KO,28.777956008911133,0,1430870400
PEP,67.76725006103516,0,1430870400
KO,28.80626678466797,0,1430956800
PEP,67.53305053710938,0,1430956800
KO,29.00444793701172,0,1431043200
PEP,68.52670288085938,0,1431043200
KO,28.976139068603516,0,1431302400
PEP,68.38471221923828,0,1431302400
KO,28.7991886138916,0,1431388800
PEP,68.27827453613281,0,1431388800
KO,29.054000854492188,0,1431475200
PEP,68.42731475830078,0,1431475200
KO,29.372486114501953,0,1431561600
PEP,69.55583190917969,0,1431561600
KO,29.386653900146484,0,1431648000
PEP,69.71199035644531,0,1431648000
KO,29.245100021362305,0,1431907200
PEP,69.59132385253906,0,1431907200
KO,29.23801612854004,0,1431993600
PEP,69.52034759521484,0,1431993600
KO,29.26633071899414,0,1432080000
PEP,69.33580780029297,0,1432080000
KO,29.18138885498047,0,1432166400
PEP,68.988037109375,0,1432166400
KO,29.167238235473633,0,1432252800
PEP,68.32087707519531,0,1432252800
KO,29.01152992248535,0,1432598400
PEP,67.9872817993164,0,1432598400
KO,29.10353660583496,0,1432684800
PEP,68.40604400634766,0,1432684800
KO,29.11768913269043,0,1432771200
PEP,68.88867950439453,0,1432771200
KO,28.99028968811035,0,1432857600
PEP,68.44154357910156,0,1432857600
KO,28.976139068603516,0,1433116800
PEP,68.11504364013672,0,1433116800
KO,29.01152992248535,0,1433203200
PEP,68.17183685302734,0,1433203200
KO,28.92659568786621,0,1433289600
PEP,68.13821411132812,0,1433289600
KO,28.728410720825195,0,1433376000
PEP,67.30882263183594,0,1433376000
KO,28.381610870361328,0,1433462400
PEP,66.52947998046875,0,1433462400
KO,28.4240779876709,0,1433721600
PEP,66.37933349609375,0,1433721600
KO,28.452388763427734,0,1433808000
PEP,66.54378509521484,0,1433808000
KO,28.544395446777344,0,1433894400
PEP,66.98709106445312,0,1433894400
KO,28.61575698852539,0,1433980800
PEP,67.27307891845703,0,1433980800
KO,28.515857696533203,0,1434067200
PEP,67.02283477783203,0,1434067200
KO,28.25181770324707,0,1434326400
PEP,66.236328125,0,1434326400
